Date,Open,High,Low,Close,Adj Close,Volume
2005-02-02,51.351067,51.809349,50.892780,51.281158,34.371288,5013531
2005-02-03,52.003536,52.384144,51.638466,51.949165,34.819027,10786478
2005-02-04,52.399681,53.393925,52.399681,53.246342,35.688454,9612280
2005-02-07,53.378387,53.867741,52.842430,52.896801,35.454178,5676297
2005-02-08,53.052151,53.324017,52.718147,53.090988,35.584332,3415138
2005-02-09,52.974476,52.974476,52.283169,52.353073,35.089733,4878185
2005-02-10,52.461823,52.920105,52.088982,52.259865,35.027275,5440145
2005-02-11,52.353073,52.780289,52.042374,52.578335,35.240734,4489396
2005-02-14,52.741451,52.889034,52.415215,52.562798,35.230312,3565455
2005-02-15,52.780289,53.223038,52.640472,52.912338,35.464592,4791096
2005-02-16,52.982243,52.982243,52.376377,52.500656,35.188656,4968029
2005-02-17,52.624939,52.772522,52.228794,52.353073,35.089733,4396454
2005-02-18,52.236565,52.508427,51.817116,51.817116,34.730511,6748483
2005-02-21,51.925861,52.026840,51.622929,51.754974,34.688873,3406588
2005-02-22,51.692837,51.716141,51.032597,51.459812,34.491032,4469595
2005-02-23,51.040363,51.855953,50.830643,51.685070,34.642014,5940387
2005-02-24,51.770512,51.786049,51.219017,51.459812,34.491032,3034880
2005-02-25,51.653999,52.104515,51.653999,52.104515,34.923157,3776530
2005-02-28,52.104515,52.384144,51.498650,51.498650,34.517063,4427500
2005-03-01,51.498650,51.964699,51.125809,51.964699,34.829437,4928028
2005-03-02,51.964699,52.384144,51.770512,52.275398,35.037682,4069968
2005-03-03,52.042374,53.129826,52.003536,52.298702,35.053291,6283601
2005-03-04,52.531727,53.487133,52.314240,53.207500,35.662426,5699376
2005-03-07,53.191967,53.494900,52.780289,53.059921,35.563511,3082039
2005-03-08,53.028851,53.331783,52.819126,52.850197,35.422935,3600981
2005-03-09,53.090988,53.751228,52.593868,52.990013,35.516655,6140563
2005-03-10,52.795822,53.417225,52.648239,52.881268,35.443764,4648286
2005-03-11,53.324017,54.069698,53.168667,53.603645,35.927952,6407261
2005-03-14,53.588112,53.595879,53.176434,53.572575,35.907116,2362199
2005-03-15,53.790066,54.294956,53.595879,53.898811,36.125778,4798636
2005-03-16,53.836670,53.906578,51.980236,52.267632,35.032471,8525837
2005-03-17,52.353073,52.500656,51.801582,52.267632,35.032471,4876338
2005-03-18,52.174423,52.492889,52.057911,52.376377,35.105362,6817451
2005-03-21,52.205494,52.508427,51.863724,51.863724,34.761757,3267079
2005-03-22,51.848186,52.182190,51.452042,52.081211,34.907524,3818393
2005-03-23,51.553020,51.708370,51.304459,51.420975,34.465000,4739604
2005-03-24,51.576324,52.003536,51.506416,51.716141,34.662842,3878114
2005-03-25,51.716141,51.716141,51.716141,51.716141,34.662842,0
2005-03-28,51.716141,51.716141,51.716141,51.716141,34.662842,0
2005-03-29,51.273392,52.189957,51.273392,52.158886,34.959591,3270985
2005-03-30,51.848186,51.972466,51.521950,51.887024,34.777370,2927198
2005-03-31,52.197723,52.298702,51.521950,51.692837,34.647213,3094484
2005-04-01,51.537487,52.710381,51.537487,52.353073,35.089733,4773887
2005-04-04,52.104515,52.174423,51.630695,51.918095,34.798199,3511504
2005-04-05,52.259865,52.353073,51.887024,52.057911,34.891914,2248768
2005-04-06,52.197723,52.298702,51.855953,52.151119,34.954388,2901186
2005-04-07,52.081211,52.492889,51.778278,52.430752,35.141808,3810604
2005-04-08,52.663776,52.756985,52.446285,52.624939,35.271961,2938118
2005-04-11,52.353073,52.811359,52.314240,52.609406,35.261551,1929152
2005-04-12,52.586102,52.586102,51.832653,51.910328,34.792984,3600440
2005-04-13,52.322006,52.803593,52.174423,52.586102,35.245934,5722785
2005-04-14,52.430752,53.223038,52.376377,52.974476,35.506245,4551735
2005-04-15,52.430752,52.578335,51.366600,51.514183,34.527470,8289210
2005-04-18,50.411198,50.589848,49.820866,50.232544,33.668449,8669164
2005-04-19,50.395660,50.411198,49.486862,49.556770,33.215511,7730809
2005-04-20,49.789795,50.022820,49.269371,49.510162,33.184273,6611668
2005-04-21,49.168392,49.634445,49.051880,49.269371,33.022884,5921587
2005-04-22,49.712120,49.805328,49.339279,49.455791,33.147835,4327074
2005-04-25,49.455791,49.968449,49.005276,49.890774,33.439384,3861567
2005-04-26,50.015053,50.317986,49.634445,50.069424,33.559132,3924387
2005-04-27,49.688816,50.030586,49.044113,49.440254,33.137421,4554405
2005-04-28,49.983982,50.488873,49.634445,50.255844,33.684078,10800281
2005-04-29,50.022820,50.279148,48.748947,48.981972,32.830261,9032955
2005-05-02,49.409187,49.673283,49.152859,49.160625,32.950001,3090210
2005-05-03,49.207230,49.246067,48.616898,48.997505,32.840668,6052518
2005-05-04,49.152859,49.556770,48.857693,49.556770,33.215511,4309553
2005-05-05,49.774258,50.217007,49.673283,50.178169,33.632011,3411265
2005-05-06,50.030586,50.240311,49.719887,50.053890,33.548710,3845215
2005-05-09,49.797562,50.022820,49.315975,49.525700,33.194687,4510052
2005-05-10,49.642212,49.828632,47.855682,48.042103,32.200302,10997732
2005-05-11,47.886753,48.733414,47.537212,48.251827,32.340881,12104270
2005-05-12,48.469315,48.787785,48.158615,48.228523,32.325253,5730374
2005-05-13,48.150848,48.150848,47.304188,47.824612,32.054539,7558436
2005-05-16,47.614887,48.088707,47.583820,47.917824,32.117004,3076829
2005-05-17,48.158615,48.383873,47.599354,47.878986,32.090977,5450797
2005-05-18,48.197453,48.554760,47.840145,48.407177,32.445004,9008493
2005-05-19,47.343025,47.995499,47.343025,47.754704,32.905281,6478868
