Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,22.217501,22.382500,21.514999,21.910000,20.608860,4748800
2015-01-05,21.507500,21.580000,20.615000,20.735001,19.503635,7138400
2015-01-06,20.860001,21.037500,19.850000,20.162500,18.965137,9798400
2015-01-07,20.645000,21.012501,20.459999,20.912500,19.670601,7011600
2015-01-08,21.434999,22.090000,21.415001,22.025000,20.717033,7421200
2015-01-09,22.162500,22.167500,21.235001,21.465000,20.190285,8158000
2015-01-12,21.514999,21.582500,20.747499,20.962500,19.717630,7129600
2015-01-13,21.430000,21.834999,20.309999,20.775000,19.541262,10916400
2015-01-14,20.027500,20.475000,19.707500,20.405001,19.193235,11448400
2015-01-15,20.637501,20.762501,19.812500,19.855000,18.675900,11251200
2015-01-16,19.770000,20.682501,19.697500,20.600000,19.376656,7074400
2015-01-20,20.847500,20.957500,20.177500,20.742500,19.510696,5662000
2015-01-21,20.575001,21.237499,20.422501,21.065001,19.814041,6768400
2015-01-22,21.340000,22.049999,20.827499,21.995001,20.688810,9117600
2015-01-23,21.885000,22.000000,21.587500,21.627501,20.343136,6044400
2015-01-26,21.570000,21.827499,21.285000,21.797501,20.503042,3482800
2015-01-27,21.000000,21.362499,20.612499,20.922501,19.680004,9183200
2015-01-28,21.362499,21.412500,20.059999,20.105000,18.911053,8742800
2015-01-29,20.174999,20.770000,19.687500,20.670000,19.442499,6866800
2015-01-30,20.219999,20.725000,19.799999,19.897499,18.715872,9065200
2015-02-02,20.090000,20.655001,19.415001,20.607500,19.383711,6718400
2015-02-03,20.957500,21.514999,20.817499,21.497499,20.220858,7803600
2015-02-04,21.205000,21.684999,21.094999,21.264999,20.002161,6949200
2015-02-05,21.512501,21.969999,21.500000,21.924999,20.622971,5912000
2015-02-06,22.040001,22.267500,21.530001,21.709999,20.420738,6533600
2015-02-09,21.427500,21.750000,21.285000,21.427500,20.155012,5257600
2015-02-10,21.825001,22.202499,21.495001,22.105000,20.792282,4913600
2015-02-11,22.059999,22.325001,21.795000,22.157499,20.841661,4178800
